query,label,score
What’s the valeu of properties we’re holding to rent or sell?,Net Profit Margin can be defined as Bottom-line profitability.,0
What’s the value of properties we’re holding to rent or sell?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
What’s da value of properties we’re holding to rent or sell?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
What’s the value of properties we’re holding to rent or sell?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s the valeu of properties we’re holding to rent or sell?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much do we have tied up in stocks or bonds?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",1
How much do we have tied up in stocks or bonds?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much do we got tied up in s2cks or bonds?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much do we have tied up in stocks or bonds?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0
How much do we have tied up in stocks or bonds?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much do we have tied up in s2cks or bonds?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s the worth of all the products we’ve got ready to sell?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,1
What’s da worth of all da products we’ve got ready to sell?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,1
What’s the worth of all the products we’ve got ready to sell?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
What’s the worth of all the products we’ve got ready to sell?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0
What’s the worth ov all the products we’ve got ready to sell?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0
What’s the worth of all the products we’ve got ready to sell?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can we save on taxes later because of past losses?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1
Can we save on taxes later because ov past losses?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1
Can we save on taxes later because of past losses?,Net Profit Margin can be defined as Bottom-line profitability.,0
Can we save on taxes later because of past losses?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Can we save on taxes later because of past losses?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much have we borrowed altogether?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1
